Notional_Amount_Local_Currency,Trade_Vendor_ID_Original,Issue_Currency,Fitch_Short_Term_Rating_Date,Broker_Commission_Amount_Local_Currency,Contract_Size,ICB_Supersector_Description,GICS_Sub_Industry_Description,GICS_Industry_Group_Code,Lag_Days,Vanguard_ID_VID,VICS_L4_Name,Original_Cost_Base_Currency,Trade_Reason,Amortization_Value_Local_Currency,Cash_Transaction_Purpose_code,Vanguard_Transaction_Code,Bloomberg_Industry_Sector_Code,Foreign_Tax__Base_Currency,Barclays_L1_Description,Security_Main_Type,Barclays_L2_Description,Barclays_L4_Description,Corporate_Action_Type,Settlement_Date,Barclays_L3_Description,State_Code,Advisor_ID,Market_Identification_Code_MIC,Amortization_Value_Base_Currency,Final_Maturity,Executing_Broker_Code,Contra_Currency,Cancelled_Indicator,GICS_Industry_Code,Par_Amount,Russell_Subsector_Description,Position_OpenClose_Indicator,Field_144A_Flag,CRD_Alloc_ID,Fitch_Short_Term_Rating_Code,Accrued_Interest_Base_Currency,Issue_Price,Parent_Contract_ID_VID,Primary_Asset_ID,Russell_Industry_Description,Order_Reference_ID,Interest_Prepaid_Gross_Settlement,Broker_Commission_Type_Code,Cash_Transaction_Purpose_Description,Clearing_House,Coupon_Rate_Type,Dated_Date,Escrowed_to_Maturity_Date,Next_Coupon_Date,Security_Short_Description,Prerefunded_Price,Corporate_Action_Factor,Bloomberg_Industry_Subgroup_Code,Commission_Rate,Ticker,Bloomberg_Industry_Group_Code,Fund_ID,Transaction_Interval_Batch_Type,Tax_Status,Original_Cost_Local_Currency,GICS_Industry_Description,Exchange_Rate_Settlement_to_Base,GainLoss_Local_Currency,CRD_Sec_ID,Sleeve_ID,Bloomberg_Industry_Subgroup_Description,Account_Type,Income_Accrual_Settlement_Currency,Corporate_Action_Type_Code,VICS_L2_Code,External_Transaction_ID,Principal_Base_Currency,Collateral_Units,Additional_Transaction_Fee_Type_2,Additional_Transaction_Fee_Type_1,Port_ID,Additional_Transaction_Fee_Type_4,FX_Purchased_Currency,Additional_Transaction_Fee_Type_3,Additional_Transaction_Fee_Type_6,SP_Short_Term_Rating,Additional_Transaction_Fee_Type_5,OCC_Options_Clearing_Corporation_ID,Russell_Subsector_Code,Price_Base_Currency,Corporate_Action_Market_Value_Local_Currency,Next_Call_Date,Percentage_Foreign_Tax,First_Coupon_Date,CINS,ICB_Supersector_Code,Security_End_Date,Investment_Type,Underlying_ID,SP_Long_Term_Rating,PutCall_Flag,Net_Settle_Amount__Base_Currency,Strategy_Code,Bloomberg_Country_of_Risk,CUSIP,Clearing_Broker_Code,CRIMS_CUSIP,Vanguard_Issuer_ID_VEI,Corporate_Action_Other_Side_Security,ICB_Subsector_Description,Russell_Industry_Code,Previous_External_ID,GICS_Sector_Description,VICS_L1_Code,Moody_Long_Term_Rating,Base_Currency,Pay_Currency_Code,Net_Settle_Amount_Settlement_Currency,PFIC_Indicator,Russell_Sector_Code,Russell_Sector_Description,Next_Rate_Change_Date,Transaction_Coupon_Rate,Foreign_Tax_Income_Currency,NAICS_Code,GainLoss_Base_Currency,Next_Call_Price,RIC_Code,Prerefunded_Type,Conversion_Ratio,Notional_Amount_Base_Currency,Long_Short_Indicator,Expiration_Date,SEDOL5,SIC_Code,Blackrock_Cusip,Blackrock_Security_Type,SEDOL3,SEDOL4,Next_Put_Date,SEDOL1,Parent_Co_ID,SEDOL2,Brokerage_Amount__Base_Currency,Corporate_Action_Subtype,Effective_Date,Corporate_Action_Sub_Type_Code,Rate_Change_Frequency,ICB_Subsector_Code,Bloomberg_Industry_Sector_Description,LoanX_ID,Option_Standard_Identifier_OPRA_ID,Bloomberg_Issuer_Industry_Code,SP_Short_Term_Rating_Date,ICB_Industry_Code,MSCI_Country_of_Risk,FIGI_ID,Universal_Swap_Identifier_USI,Country_of_Incorporation,Net_Trade_Amount__Base_Currency,Trade_Vendor_Source_Code,File_Effective_Date,Accrual_Method,Post_Reverse_Date_Time,SP_Long_Term_Rating_Date,Additional_Transaction_Fee_Amount_4,Additional_Transaction_Fee_Amount_3,Ultimate_Parent_Co_ID,Additional_Transaction_Fee_Amount_2,Blackrock_Security_Group,Additional_Transaction_Fee_Amount_1,Bloomberg_Issuer_Industry_Description,DTC_CUSIP,VICS_L3_Name,Coupon_Rate,Barclays_L4_Classification_Code,Corporate_Action_Market_Value_Base_Currency,Contract_Type,FTSE_Country_of_Risk,FX_Sold_Amount_Base_Currency,ICB_Industry_Description,Additional_Transaction_Fee_Amount_6,Additional_Transaction_Fee_Amount_5,Prerefunded_Date,Leg_Type_Code,Barclays_Level_3_Classification_Code,Issue_Date,Principal_Or_Agent_Code,Accrued_Interest_Local_Currency,Account_Name,VICS_L1_Name,Moody_Short_Term_Rating,FX_Purchased_Amount_Base_Currency,Trade_Date,Receive_Currency_Code,ICB_Sector_Code,Exchange_Code,Primary_Asset_ID_Type,Muni_Type,Bond_Payment_Frequency,Field_42_CP_Indicator,Maturity_Date,Coupon_Currency,Settlement_Currency,Percentage_Foreign_Tax_Reclaimable,Trade_Currency,Bloomberg_ISO_Country,Original_Face_Value,Barclays_Level_1_Classification_Code,Bloomberg_Security_Type,ICB_Sector_Description,Fitch_Long_Term_Rating_Code,Trade_Vendor_Source_Name,VICS_L3_Code,Net_Trade_Amount_Trade_Currency,GICS_Sub_Industry_Code,GICS_Industry_Group_Description,Exchange_Rate_Trade_to_Settlement,Transaction_Type_Description_Code,Trade_Block_ID,Moody_Short_Term_Rating_Date,Barclays_Level_2_Classification_Code,Cancel_Status,Dividend_Currency,Price,Exchange_Rate_Trade_to_Base,Illiquid_Security,Bloomberg_Industry_Group_Description,FX_Sold_Currency,Shares_Outstanding,Principal_Local_Currency,Vanguard_Cash_Type,FX_Purchased_Amount,Transaction_Type_Description,Issuer_Name,Fitch_Long_Term_Rating_Date,FX_Sold_Amount,Bloomberg_Security_Type_2,Moody_Long_Term_Rating_Date,Yield_at_Cost,Primary_Trading_Currency,Counterparty,Strike_Price,Accrued_Interest_Days,VICS_L2_Name,VICS_L4_Code,NX_Security_Type,Quantity,ISIN,Transaction_DateTime_Stamp,LEI,Cancel_Date,Bloomberg_Deal_ID,GICS_Sector_Code,Security_Long_Description
0.0,,USD,,,,,,,,,,,,,EXPENSE_USD,,,,,,,,,2022-07-11,,,AAIN,,,,,,,,,,,,,,,,,CASHUSD,,,,,,,,,,,US Dollar,,,,,USD,,A032,EOD,,,,1.0,,,,,A,,,,85073064_2,,,,,AAIN,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,-152.44,,,,,,,,,,,,,,USD,USD,-152.44,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-152.44,ABOR_GEN_LEDGER,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AV-US Liquidity Factr ETF,,,,2022-07-11,USD,,,CASH,,,,,USD,USD,,USD,US,,,,,,ABOR Gen Ledger,,-152.44,,,,EXP_ACCRL,,,,,USD,1.0,1.0,,,,,,,,Expense Accrl (+),,,,,,,USD,,,,,,CRNY,-152.44,,2022-07-11,,,,,US Dollar
0.0,,USD,,,,Technology,Systems Software,4510,,V18,,,,,,,10013,0.0,Corporate,EQ,Industrial,Technology,Dividend - Cash,2022-07-26,Technology,,AAIO,XNYS,,,,,,451030,0.01,,,N,,,,0.0,,68389X105,Computer Services Software & Systems,,,,,,,,,,ORACLE CORP,,,644,,ORCL,20109,A034,SOD,,,Software,1.0,,,,Enterprise Software/Serv,A,,DVCA,,84833638_2,,,,,AAIO,,,,,,,,,,282.24,,0.0,,,1010,,EQ,V18,,,282.24,,US,68389X105,,,VEI0002903,,Software,439,,Information Technology,,,USD,USD,282.24,,1,Technology,,.32,0.0,511210,,0.0,ORCL.N,,,0.0,L,,,,,,,,,2661568,,,,,2022-07-11,,,10101015,Technology,,,Enterprise Software/Serv,,10,US,BBG000BQLY10,,US,282.24,SMARTCO,,,,,,,VEI0002903,,,,Enterprise Software/Serv,,,0.0,CAF,282.24,,US,,Technology,,,,,CAF,,,,AV-US Multifactor ETF,,,,2022-07-11,USD,101010,XNYS,CUSIP,,,N/A,,USD,USD,,USD,US,,C,Common Stock,Software & Computer Services,,SmartCo,,282.24,45103020,Software & Services,,CASHDIV,,,CA,,USD,0.0,1.0,,Software,,2664926000,,,,Cash Dividend,Oracle Corp,,,Common Stock,,,USD,,0.0,,,,EQ.STOCK,882.0,US68389X1054,2022-07-03,1Z4GXXU7ZHVWFCD8TV52,,,45,Oracle Corp
0.0,,USD,,,,,,,,,,,,,,,,,,,,,,2022-07-12,,,AATO,,,,,,,,,,,,,,,,,CASHUSD,,,,,,,,,,,US Dollar,,,,,USD,,9714,EOD,,,,1.0,,,,,A,,,,85076282_2,,,,,AATO,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,-843334.7,,,,,,,,,,,,,,USD,USD,-843334.7,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-843334.7,ICAP,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AV-Strategic Small-Cap Eq,,,,2022-07-11,USD,,,CASH,,,,,USD,USD,,USD,US,,,,,,ICAP,,-843334.7,,,,REDEMPTION,,,,,USD,1.0,1.0,,,,,,,,Redemption,,,,,,,USD,,,,,,CRNY,-843334.7,,2022-07-11,,,,,US Dollar
0.0,,USD,,,,,,,,,,,USPO Cash W/O,,MARGIN,,,,,,,,,2022-07-11,,,AAIL,,,,,,,,,,,,,,,,,MARGINUSD,,,,,,,,,,,Synthetic Cash - MARGIN US Dollar,,,,,,,A030,EOD,,,,1.0,,,,,A,,,,85086745_2,,,,,AAIL,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,-0.001,,,,,,,,,,,,,,USD,USD,-0.001,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-0.001,FFS,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AV-US Momentum Factor ETF,,,,2022-07-11,USD,,,NXCASHID,,,,,USD,USD,,USD,,,,,,,FFS,,-0.001,,,,MGN_CASHWITH,,,,,USD,1.0,1.0,,,,,,,,Margin Cash Withdrawal,,,,,,,USD,,,,,,RF.CUR,-1.0,,2022-07-11,,,,,Synthetic Cash - MARGIN US Dollar
4436216.76,,USD,,35.65,50.0,,,,,V1031983301,,,Cashflow,,MARGIN,,,,,DE,,,,2022-07-11,,,APDY,XCME,,,MS_FUTURES,,,,,,,,,,,,,V1031983301,,20220711153748UBME_000004,,Broker,,,,,,,S&P500 EMINI FUT  Sep22,,,,1.55,ESU2,,9807,EOD,,,,1.0,,,,,A,,,,85125599_2,,,,No Fee,APDY,,,,,,,,,3857.579787,0.0,,,,,,,FT,V1031983301,,,4436181.11,CF,,,,,VEI0005366,,,,,,,,USD,USD,4436181.11,,,,,,,,,,,,,4436216.76,L,2022-09-16,,,,,,,,,,,35.65,,2022-07-11,,,,,,,,,,,,,,4436181.11,CRD,,,,,,,VEI0005366,,,0.0,,,,,,0.0,,,,,,,,,,2021-06-07,,,Grwth and Income - Cash,,,,2022-07-11,USD,,XCME,VID,,,N/A,,,USD,,USD,,,,Physical index future.,,,CRD,,4436181.11,,,,SELLLFUT,20220711153748UBME,,,,,3857.579787,1.0,,,,,,,,Sell/Close Long Future,CME E-Mini Standard & Poor's 500 Index Future,,,,,,USD,,,,,,DE.IND,-23.0,,2022-07-11,,,,,S&P500 EMINI FUT  Sep22
0.0,,USD,,,,,,,,,,,,,MARGIN,,,,,,,,,2022-07-11,,,ABES,,,,,,,,,,,,,,,,,MARGINUSD,,,,,,,,,,,Synthetic Cash - MARGIN US Dollar,,,,,,,A131,EOD,,,,1.0,,,,,A,,,,85078348_2,,,,,ABES,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,295798.84,,,,,,,,,,,,,,USD,USD,295798.84,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,295798.84,CALYPSO,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ASF Term Trade,,,,2022-07-11,USD,,,NXCASHID,,,,,USD,USD,,USD,,,,,,,Calypso,,295798.84,,,,CSH2MGN,,,,,USD,1.0,1.0,,,,,,,,Margin (Transfer Cash to Margin),,,,,,,USD,,,,,,RF.CUR,295798.84,,2022-07-11,,,,,Synthetic Cash - MARGIN US Dollar
-2125.0,,USD,,,50000.0,,,,,V1029249401,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,ABER,IFUS,,,,,,,,,,,,,,,,V1029249401,,,,,,,,,,,COTTON NO.2 FUTR  Oct22,,,,,CTV2,,A131,EOD,,,,1.0,,,,,A,,,,85071881_1,,,,,ABER,,,,,,,,,1.0,0.0,,,,,,,FT,V1029249401,,,-2125.0,,,,,,VEI0022603,,,,,,,,USD,USD,-2125.0,,,,,,,,,,,,,-2125.0,L,2022-10-07,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-2125.0,SMARTCO,,,,,,,VEI0022603,,,,,,,,,0.0,,,,,,,,,,2019-11-01,,,ASF Commodity Basis,,,,2022-07-11,USD,,IFUS,VID,,,N/A,,,USD,,USD,,,,Physical commodity future.,,,SmartCo,,-2125.0,,,,MARGIN2,,,,,,1.0,1.0,,,,,,,,Margin Variation (Margin),NYBOT CTN Number 2 Cotton Future,,,,,,USD,,,,,,DE.COMM,-0.0425,,2022-07-11,,,13524109,,COTTON NO.2 FUTR  Oct22
0.0,,USD,,,,,,,,,,,,,EXPENSE_USD,,,,,,,,,2022-07-11,,,ABEP,,,,,,,,,,,,,,,,,CASHUSD,,,,,,,,,,,US Dollar,,,,,USD,,A131,EOD,,,,1.0,,,,,A,,,,85073148_2,,,,,ABEP,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,-153.76,,,,,,,,,,,,,,USD,USD,-153.76,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-153.76,ABOR_GEN_LEDGER,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ASF Long Short,,,,2022-07-11,USD,,,CASH,,,,,USD,USD,,USD,US,,,,,,ABOR Gen Ledger,,-153.76,,,,EXP_ACCRL,,,,,USD,1.0,1.0,,,,,,,,Expense Accrl (+),,,,,,,USD,,,,,,CRNY,-153.76,,2022-07-11,,,,,US Dollar
4694540.0,,EUR,,39.2,200.0,,,,,V1034119501,,,Active Rebalance,,MARGIN,,,,,DE,,,,2022-07-11,,,AAIZ,XEUE,,,MS_FUTURES,,,,,,,,,,,,,V1034119501,,,,Broker,,,,,,,AMSTERDAM IDX FUT Jul22,,,,1.12,EON2,,A131,EOD,,,,1.00835,,,,,A,,,,85081602_2,,,,No Fee,AAIZ,,,,,,,,,676.24848656785,0.0,,,,,,,FT,V1034119501,,,4733699.88168,ACT_REBAL,,,,,VEI0028803,,,,,,,,USD,EUR,4694500.8,,,,,,,,,,,,,4733739.409,L,2022-07-15,,,,,,,,,,,39.52732,,2022-07-11,,,,,,,,,,,,,,4733699.88168,CRD,,,,,,,VEI0028803,,,0.0,,,,,,0.0,,,,,,,,,,2022-04-18,,,ASF Equity Futures,,,,2022-07-11,EUR,,XEUE,VID,,,N/A,,,EUR,,EUR,,,,Physical index future.,,,CRD,,4694500.8,,,,SELLLFUT,,,,,,670.648571,1.00835,,,,,,,,Sell/Close Long Future,Euronext Amsterdam Index Future,,,,,,EUR,,,,,,DE.IND,-35.0,NLEN05577684,2022-07-11,,,,,AMSTERDAM IDX FUT Jul22
-9625.0,,GBP,,,10.0,,,,,V1031987701,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,AAIZ,IFLL,,,,,,,,,,,,,,,,V1031987701,,,,,,,,,,,FTSE 100 IDX FUT  Sep22,,,,,Z U2,,A131,EOD,,,,1.1885,,,,,A,,,,85071909_2,,,,,AAIZ,,,,,,,,,1.1885,0.0,,,,,,,FT,V1031987701,,,-11439.3125,,GB,,,,VEI0003984,,,,,,,,USD,GBP,-9625.0,,,,,,,,,,,,,-11439.3125,L,2022-09-16,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,GB,-11439.3125,SMARTCO,,,,,,,VEI0003984,,,,,,,,,0.0,,,,,,,,,,2021-09-20,,,ASF Equity Futures,,,,2022-07-11,GBP,,IFLL,VID,,,N/A,,,GBP,,GBP,,,,Physical index future.,,,SmartCo,,-9625.0,,,,MARGIN2,,,,,,1.0,1.1885,,,,,,,,Margin Variation (Margin),FTSE 100 Index Future,,,,,,GBP,,,,,,DE.IND,-962.5,GB00JLVR7414,2022-07-11,,,,,FTSE 100 IDX FUT  Sep22
0.0,,USD,,,,,,,,,,,,,,,,,,,,,,2022-07-12,,,AAIP,,,,,,,,,,,,,,,,,CASHUSD,,,,,,,,,,,US Dollar,,,,,USD,,A035,EOD,,,,1.0,,,,,A,,,,85076239_2,,,,,AAIP,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,-21428.53,,,,,,,,,,,,,,USD,USD,-21428.53,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-21428.53,ICAP,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AV-US Multifactor Fund,,,,2022-07-11,USD,,,CASH,,,,,USD,USD,,USD,US,,,,,,ICAP,,-21428.53,,,,REDEMPTION,,,,,USD,1.0,1.0,,,,,,,,Redemption,,,,,,,USD,,,,,,CRNY,-21428.53,,2022-07-11,,,,,US Dollar
0.0,,USD,,,,,,,,,,,USPO Cash W/O,,,,,,,,,,,2022-07-11,,,ABER,,,,,,,,,,,,,,,,,CASHUSD,,,,,,,,,,,US Dollar,,,,,USD,,A131,EOD,,,,1.0,,,,,A,,,,85086627_2,,,,,ABER,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,-0.001,,,,,,,,,,,,,,USD,USD,-0.001,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-0.001,FFS,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ASF Commodity Basis,,,,2022-07-11,USD,,,CASH,,,,,USD,USD,,USD,US,,,,,,FFS,,-0.001,,,,CASHWITH,,,,,USD,1.0,1.0,,,,,,,,Cash Withdrawal,,,,,,,USD,,,,,,CRNY,-1.0,,2022-07-11,,,,,US Dollar
0.0,,USD,,,,,,,,,,,,,MARGIN,,,,,,,,,2022-07-11,,,AAIL,,,,,,,,,,,,,,,,,MARGINUSD,,,,,,,,,,,Synthetic Cash - MARGIN US Dollar,,,,,,,A030,EOD,,,,1.0,,,,,A,,,,85078287_2,,,,,AAIL,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,693.75,,,,,,,,,,,,,,USD,USD,693.75,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,693.75,CALYPSO,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AV-US Momentum Factor ETF,,,,2022-07-11,USD,,,NXCASHID,,,,,USD,USD,,USD,,,,,,,Calypso,,693.75,,,,CSH2MGN,,,,,USD,1.0,1.0,,,,,,,,Margin (Transfer Cash to Margin),,,,,,,USD,,,,,,RF.CUR,693.75,,2022-07-11,,,,,Synthetic Cash - MARGIN US Dollar
0.0,,USD,,,,,,,,,,,USPO Cash W/O,,MARGIN,,,,,,,,,2022-07-11,,,AAFS,,,,,,,,,,,,,,,,,MARGINUSD,,,,,,,,,,,Synthetic Cash - MARGIN US Dollar,,,,,,,A124,EOD,,,,1.0,,,,,A,,,,85086769_2,,,,,AAFS,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,1.0,,,,,,,,,,,,,,USD,USD,1.0,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,1.0,FFS,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AV-Global Min Volatililty,,,,2022-07-11,USD,,,NXCASHID,,,,,USD,USD,,USD,,,,,,,FFS,,1.0,,,,MGN_CASHDEP,,,,,USD,1.0,1.0,,,,,,,,Margin Cash Deposit,,,,,,,USD,,,,,,RF.CUR,1.0,,2022-07-11,,,,,Synthetic Cash - MARGIN US Dollar
-33040.0,,SGD,,,100.0,,,,,V1034120101,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,AAIZ,XSIM,,,,,,,,,,,,,,,,V1034120101,,,,,,,,,,,MSCI SING IX ETS  Jul22,,,,,QZN2,,A131,EOD,,,,0.7119211191,,,,,A,,,,85071914_2,,,,,AAIZ,,,,,,,,,0.7119211191,0.0,,,,,,,FT,V1034120101,,,-23521.873775064,,,,,,VEI0025045,,,,,,,,USD,SGD,-33040.0,,,,,,,,,,,,,-23521.873775064,L,2022-07-28,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-23521.873775064,SMARTCO,,,,,,,VEI0025045,,,,,,,,,0.0,,,,,,,,,,2022-04-28,,,ASF Equity Futures,,,,2022-07-11,SGD,,XSIM,VID,,,N/A,,,SGD,,SGD,,,,Physical index future.,,,SmartCo,,-33040.0,,,,MARGIN2,,,,,,1.0,0.7119211191,,,,,,,,Margin Variation (Margin),SGX MSCI Singapore Index Future,,,,,,SGD,,,,,,DE.IND,-330.4,SGXDB0808954,2022-07-11,,,,,MSCI SING IX ETS  Jul22
4746.0,,USD,,,60000.0,,,,,V1029246301,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,ABER,XCBT,,,,,,,,,,,,,,,,V1029246301,,,,,,,,,,,SOYBEAN OIL FUTR  Aug22,,,,,BOQ2,,A131,EOD,,,,1.0,,,SL0051,,SL,,,,85071876_2,,,,,SL0051,,,,,,,,,1.0,0.0,,,,,,,FT,V1029246301,,,4746.0,,,,,,VEI0022608,,,,,,,,USD,USD,4746.0,,,,,,,,,,,,,4746.0,L,2022-08-12,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,4746.0,SMARTCO,,,,,,,VEI0022608,,,,,,,,,0.0,,,,,,,,,,2019-12-16,,,ASF Commodity Cayman,,,,2022-07-11,USD,,XCBT,VID,,,N/A,,,USD,,USD,,,,Physical commodity future.,,,SmartCo,,4746.0,,,,MARGIN2,,,,,,1.0,1.0,,,,,,,,Margin Variation (Margin),CBOT Soybean Oil Future,,,,,,USD,,,,,,DE.COMM,0.0791,,2022-07-11,,,113253351,,SOYBEAN OIL FUTR  Aug22
0.0,,USD,,,,,,,,,,,USPO Cash W/O,,,,,,,,,,,2022-07-11,,,AAIM,,,,,,,,,,,,,,,,,CASHUSD,,,,,,,,,,,US Dollar,,,,,USD,,A029,EOD,,,,1.0,,,,,A,,,,85086654_2,,,,,AAIM,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,0.005,,,,,,,,,,,,,,USD,USD,0.005,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,0.005,FFS,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AV-US Quality Factor ETF,,,,2022-07-11,USD,,,CASH,,,,,USD,USD,,USD,US,,,,,,FFS,,0.005,,,,CASHDEP,,,,,USD,1.0,1.0,,,,,,,,Cash Deposit,,,,,,,USD,,,,,,CRNY,1.0,,2022-07-11,,,,,US Dollar
0.0,,USD,,,,,,,,,,,,,MARGIN,,,,,,,,,2022-07-11,,,APDV,,,,,,,,,,,,,,,,,MARGINUSD,,,,,,,,,,,Synthetic Cash - MARGIN US Dollar,,,,,,,9807,EOD,,,,1.0,,,,,A,,,,85078357_2,,,,,APDV,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,10687.5,,,,,,,,,,,,,,USD,USD,10687.5,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,10687.5,CALYPSO,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,Growth and Income - EIG,,,,2022-07-11,USD,,,NXCASHID,,,,,USD,USD,,USD,,,,,,,Calypso,,10687.5,,,,CSH2MGN,,,,,USD,1.0,1.0,,,,,,,,Margin (Transfer Cash to Margin),,,,,,,USD,,,,,,RF.CUR,10687.5,,2022-07-11,,,,,Synthetic Cash - MARGIN US Dollar
-3115.0,,USD,,,5.0,,,,,V1031412501,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,ABCD,XCME,,,,,,,,,,,,,,,,V1031412501,,,,,,,,,,,SP500 MIC EMIN FUTSep22,,,,,HWAU2,,A197,EOD,,,,1.0,,,,,A,,,,85128126_2,,,,,ABCD,,,,,,,,,1.0,0.0,,,,,,,FT,V1031412501,,,-3115.0,,,,,,VEI0056022,,,,,,,,USD,USD,-3115.0,,,,,,,,,,,,,-3115.0,L,2022-09-16,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,US,-3115.0,SMARTCO,,,,,,,VEI0056022,,,,,,,,,0.0,,,,,,,,,,2021-06-18,,,Glob Eq Income-QEG,,,,2022-07-11,USD,,XCME,VID,,,N/A,,,USD,,USD,,,,Physical index future.,,,SmartCo,,-3115.0,,,,MARGIN2,,,,,,1.0,1.0,,,,,,,,Margin Variation (Margin),Micro E-mini S&P 500 futures,,,,,,USD,,,,,,DE.IND,-623.0,,2022-07-11,,,132231995,,SP500 MIC EMIN FUTSep22
0.0,,INR,,,,,,,,,,,,,LTLIABILITY_INR,,,,,,,,,2022-07-11,,,AAJG,,,,,,,,,,,,,,,,,CASHINR,,,,,,,,,,,Indian Rupee,,,,,INR,,A253,EOD,,,,0.0163601744,,,,,A,,,,85074318_2,,,,,AAJG,,,,,,,,,0.0163601744,0.0,,,,,,,CASH,,,,-1345.943531402544,,,,,,,,,,,,,,CAD,INR,-82269.51,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-1345.943531402544,FFS,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AV-IntGrow-Cash,,,,2022-07-11,INR,,,CASH,,,,,INR,INR,,INR,IN,,,,,,FFS,,-82269.51,,,,EXP_ACCRL,,,,,INR,1.0,0.0163601744,,,,,,,,Expense Accrl (+),,,,,,,INR,,,,,,CRNY,-82269.51,,2022-07-11,,,,,Indian Rupee
0.0,,USD,,,,,,,,,,,USPO Cash W/O,,MARGIN,,,,,,,,,2022-07-11,,,AAHP,,,,,,,,,,,,,,,,,MARGINUSD,,,,,,,,,,,Synthetic Cash - MARGIN US Dollar,,,,,,,0161,EOD,,,,1.0,,,,,A,,,,85086688_2,,,,,AAHP,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,0.3508,,,,,,,,,,,,,,USD,USD,0.3508,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,0.3508,FFS,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,Small Company - Vanguard,,,,2022-07-11,USD,,,NXCASHID,,,,,USD,USD,,USD,,,,,,,FFS,,0.3508,,,,MGN_CASHDEP,,,,,USD,1.0,1.0,,,,,,,,Margin Cash Deposit,,,,,,,USD,,,,,,RF.CUR,1.0,,2022-07-11,,,,,Synthetic Cash - MARGIN US Dollar
